no,author,comment,apiVersion,script,id,name,likelyGender,genderScale,score,probabilityCalibrated,Sentiment_Score,Label
356,add zim,nyapo g gawe gedung parkir kei boom gate secure p centre park iss ngunu ngidul e gawe ya modif ben nyaman bayar e becak iku soko parkir retribusi parkir gedung moco 9 omset parkir iku ono akeh pilihan pembayaran gak gawe aplikasi maneh ngembek ngebek i hp tpi lek kur dilut parkir pinggir dalan ae limit 7 menit luwih soko iku angkut nang gedung parkir,namsor_api_2.0.30,LATIN,61065531-b473-4092-ab8c-993bb4da13af,add zim,male,-0.661221498,7.070310639,0.830610749,3,Positive
357,agungyuliyantonugroho,ya ditolakdia gak duit tambhan pemasukandan rawan pungliklo sdh pungli preman,namsor_api_2.0.30,LATIN,230e31e4-fbe4-433e-bf4d-0a0727cd9232,agungyuliyantonugroho,male,-0.365204493,3.345636448,0.682602246,-4,Negative
358,agungyuliyantonugroho,lbh anyel barang yg dicari gak adadan muter nyetori parkir,namsor_api_2.0.30,LATIN,13827a9e-131c-415b-8445-f5bf5a016aa8,agungyuliyantonugroho,male,-0.365204493,3.345636448,0.682602246,3,Positive
359, rjl ardi,pelan pelan,namsor_api_2.0.30,LATIN,fae78e1d-7777-4d54-812f-0e094a439dbb, rjl ardi,male,-0.197370509,1.617835081,0.598685254,0,Neutral
360,agungyuliyantonugroho,kadang suka heran kokkota bingung memperlebar jalan klo bingung mempersempit jalanente kadang2 ya,namsor_api_2.0.30,LATIN,b4d08cdf-be32-4c9b-90c7-629f420cfc69,agungyuliyantonugroho,male,-0.365204493,3.345636448,0.682602246,5,Positive
361,becakmesinmaniaponorogo,tp nek gonq seikhlase bos yg minimal sesuai perda yg berlakumanualklo gone erepane pean gmn bos,namsor_api_2.0.30,LATIN,d5495481-8d89-449c-83aa-2b9dde8c73f3,becakmesinmaniaponorogo,male,-0.381396711,4.365042872,0.690698355,7,Positive
362,becakmesinmaniaponorogo,tp nek gonq seikhlase minimal sesuai perda tp jg ngono podo kesadarane seikhlase podo abotmalahan motor 5rb nang seputaran alunpodo gelem,namsor_api_2.0.30,LATIN,4e82d5de-a054-494c-8e2b-9742ee06965a,becakmesinmaniaponorogo,male,-0.381396711,4.365042872,0.690698355,-5,Negative
363,m iqbalprabowo ,gk ribet nih min jal lek ruame,namsor_api_2.0.30,LATIN,b5490beb-d296-40da-8d1e-669bc7451c37,m iqbalprabowo ,female,0.064481849,0.664077723,0.532240925,-6,Negative
364,rofiah achmad,iyaa kadang belanja keperluan gag parkir,namsor_api_2.0.30,LATIN,e81ef723-9b5c-422e-a7df-0bc461c43974,rofiah achmad,female,0.235659651,1.854551856,0.617829825,8,Positive
365,amruafa,aneh e,namsor_api_2.0.30,LATIN,21e2f764-a9da-4dad-93eb-c55ba17734aa,amruafa,female,0.064794811,0.678393082,0.532397406,4,Positive
366,verane imam,kakean rengkek min parkir 2000 ae bodo umek ae ngurusi kuii mbok tukang parkire djak ngurusi samlah sampah opo ditambahi pengahasilane ben karo nyapu ratan merwat bunga seng neng pinggur pinggir dalan kae gae wes enek patugase nyatane samlah yo sek numpuk neng endi endi,namsor_api_2.0.30,LATIN,c907a89f-04f7-4c02-adc8-ddc82e1e4912,verane imam,female,0.437573274,5.55116948,0.718786637,5,Positive
367,yohan putrarakeri,ga berlaku,namsor_api_2.0.30,LATIN,10529242-2636-4920-93fc-20d89c48e2d1,yohan putrarakeri,male,-0.868640614,9.015824358,0.934320307,0,Neutral
368,brurysayfullh,jukirnya training,namsor_api_2.0.30,LATIN,6a613465-906e-45e4-a090-1b4fd60246ac,brurysayfullh,male,-0.069342196,0.895077268,0.534671098,-2,Negative
369,zacky punk,seng sabar ya jukir,namsor_api_2.0.30,LATIN,ece07e5a-fc7c-4a26-863e-f12012d1966a,zacky punk,male,-0.375518065,3.769257193,0.687759033,9,Positive
370,lia novitaaasari,teknologi msa kadang yg muda aja yg gaptek apalgi bpk2 jukir ekstra utk belajar lgi,namsor_api_2.0.30,LATIN,57407f55-9ce5-4478-a61a-2ca63a161693,lia novitaaasari,female,0.711686603,7.376560922,0.855843301,-2,Negative
371,agungprihatmaja,kaboten setor paleng wkwwkwk,namsor_api_2.0.30,LATIN,5344c238-b7d1-4d12-a8d4-4b99ffbb66ae,agungprihatmaja,female,0.062988567,0.596640508,0.531494284,0,Neutral
372,tri pika  ,ya kaboten setor jugakan jukir ndk indo kebanyakan berumurya kalo berumur sekolah ndak papa baca lha kalo dak sekolah ya kasian,namsor_api_2.0.30,LATIN,985020ac-977b-4469-a723-e9b2bdd2de2b,tri pika  ,male,-0.387721518,4.634713744,0.693860759,10,Positive
373,galih wie0  ,alasan wae,namsor_api_2.0.30,LATIN,ec3607ae-ed77-4a18-8fb9-d2420d9f9e7b,galih wie0  ,male,-0.355304016,3.150910664,0.677652008,0,Neutral
374,dhl info,apik,namsor_api_2.0.30,LATIN,f9412cc4-e3b4-4b07-9650-ab190c683904,dhl info,male,-0.242584653,1.922973391,0.621292326,-2,Negative
375,tharrymunyill,rumit cuan nya 2kmotor skrng 1kmotor,namsor_api_2.0.30,LATIN,d96eed58-f6ac-4f9c-88d7-d0c2cf3b9efe,tharrymunyill,male,-0.136383585,1.370218849,0.568191793,-4,Negative
376,ilove ponorogo,nice,namsor_api_2.0.30,LATIN,dd9fde35-6644-4ee3-b528-3c3a03b0a9ae,ilove ponorogo,male,-0.422860494,5.281334637,0.711430247,-2,Negative
377,ilove ponorogo,bner,namsor_api_2.0.30,LATIN,e8f05164-e1af-4961-a1f1-abc9aec55a54,ilove ponorogo,male,-0.422860494,5.281334637,0.711430247,0,Neutral
378,zakariamahrez ,kebiasaan 2 ribu dapetnya,namsor_api_2.0.30,LATIN,2a59eecd-8469-4d46-9592-ded7fac87817,zakariamahrez ,male,-0.323466015,2.720939888,0.661733007,0,Neutral
379,evie r kusumawati ,ya jukirnya sepuh wajar sih kalo bilang rimit,namsor_api_2.0.30,LATIN,5e920295-186c-44ad-8085-d49a50bdb5d2,evie r kusumawati ,female,0.38860848,4.649235929,0.69430424,-6,Negative
380,singgih dwi hs,pakai tas biar gampang bawa nya,namsor_api_2.0.30,LATIN,6756c19b-7390-46eb-8aa0-a084dbc8e385,singgih dwi hs,male,-0.293241738,2.445570993,0.646620869,3,Positive
381,galery griya pusaka,ora iso ngentit,namsor_api_2.0.30,LATIN,bec24b25-8cdf-4fc2-8d42-4b61ef6708ac,galery griya pusaka,male,-0.050401081,0.064080228,0.525200541,-4,Negative
382,sulthon alhakim,sek durung terbiasa suwe2 karek merem iso,namsor_api_2.0.30,LATIN,7ce15705-448f-4dcf-ba27-207fd58b118c,sulthon alhakim,male,-0.673652505,7.137510754,0.836826252,1,Positive
383,ahmad   x,coboy,namsor_api_2.0.30,LATIN,17598e25-b462-4d41-bb0f-3ab000c16a65,ahmad   x,male,-0.925283512,11.02785006,0.962641756,0,Neutral
384,ponidi pamungkas,iku masalahe ki nggur durung kulino ae,namsor_api_2.0.30,LATIN,58f315ce-3061-430b-a3c0-9265d23138ee,ponidi pamungkas,male,-0.062235529,0.563134982,0.531117765,3,Positive
386,mashelnasya,koment ter cakeeep,namsor_api_2.0.30,LATIN,3c3b3e20-4ba3-49f3-9866-86e12071567f,mashelnasya,female,0.112827448,1.283783212,0.556413724,0,Neutral
387,mhyshinta,lanjutkan eparkingsampek berlaku tenanan pokokemengurangi parkir ilegalangger mandek endi enggon kenek parkir motor 2kbasamu wes nompo duite ditinggal ngalihmboko ditulisane motor 1ktetep dikon mbayar 2k,namsor_api_2.0.30,LATIN,3632923c-540f-49cd-9bdd-d6c80d577b46,mhyshinta,female,0.300566706,2.506593167,0.650283353,-8,Negative
389,jejaklangit  ,pas ono konser denny caknan karo mnc tv poro jukir iso gae ngredit motor ngertio difkir fkir sakjane yo mesakke dilain sisi greget yo lur,namsor_api_2.0.30,LATIN,345b1add-cd44-4e5c-991a-546065ee0757,jejaklangit  ,male,-0.354431929,3.135322816,0.677215965,-2,Negative
390,jejaklangit  ,lhaa ndalahpodo sek ngenes awakmu wae parkir mobil ning ngarep pendopo ditarik 2000gek blas karcis ngono kui piye jal indonesia arep dijak maju angel to mbalek maneh nang sdm,namsor_api_2.0.30,LATIN,e8bd84a3-0321-441f-b460-c9f429ad2ee9,jejaklangit  ,male,-0.354431929,3.135322816,0.677215965,-12,Negative
391,rudirianto       0  ,kalo alesan ribet ya belajar kalo gak ribet ya ganti pekerjaan gantiin kerja,namsor_api_2.0.30,LATIN,8411e34d-6ed5-4d09-a207-98150d4ff60d,rudirianto       0  ,male,-0.068679027,0.862329856,0.534339514,5,Positive
392, raasgtiulti ,regenerasi ae ga sihh,namsor_api_2.0.30,LATIN,b27526ee-1fc2-4d91-ae80-cc107c067232, raasgtiulti ,male,-0.054517137,0.233679307,0.527258568,2,Positive
393,kustyoriniaprilia,mlampah wae nek mboten purun parkir ngono wae og bingung,namsor_api_2.0.30,LATIN,3dec6b39-5f72-443b-8abd-80f85880c87b,kustyoriniaprilia,female,0.069780627,0.916976056,0.534890313,1,Positive
394,dhul  0bhajoel,ribet sg ribet kw kui wg djak penak kg angel negoro kog arep maju djak pnak ae modelan ngene ki sg garai ra maju2,namsor_api_2.0.30,LATIN,4829ed80-ae74-4886-8c7c-6becc5baa27b,dhul  0bhajoel,male,-0.870875339,9.050864119,0.93543767,-10,Negative
395,bosnyaran co id,wkwkwk parkir e akeh yo adek lahan parkir piye masuk ra,namsor_api_2.0.30,LATIN,7d79d94c-ca0c-4ab9-9063-19f2f2900317,bosnyaran co id,male,-0.377060604,3.895578317,0.688530302,-1,Negative
396,itsmeolv ,ben,namsor_api_2.0.30,LATIN,39206c3f-d496-423a-9fd6-d2a335ee1ba6,itsmeolv ,male,-0.28538144,2.383392836,0.64269072,0,Neutral
397,bangkit dc  ,arep komen bak e ws enek sng muni,namsor_api_2.0.30,LATIN,962ee7cd-4aac-4969-b8e4-94e76f5e33a5,bangkit dc  ,male,-0.598589561,6.648015067,0.79929478,0,Neutral
399,faisagussetia,y tukang parkir nolak y setorkan hasil beda,namsor_api_2.0.30,LATIN,d0db37a4-9e4f-41d5-baea-6cd429881ef4,faisagussetia,female,0.066436785,0.754648554,0.533218392,-5,Negative
400,mas acong ,yo jukire wae seng ganti,namsor_api_2.0.30,LATIN,549762b8-2048-45a7-b652-2a07a229ce60,mas acong ,male,-0.519572966,6.177096894,0.759786483,4,Positive
401,muhamd maghfur,lek raiso gawe alataplikasi ne ganti sg enom kualitas sdm updated,namsor_api_2.0.30,LATIN,60f053a7-073b-49b2-8c5a-af35e108cf14,muhamd maghfur,male,-0.901307564,9.720318937,0.950653782,2,Positive
402,nuryadi    ,pensiun,namsor_api_2.0.30,LATIN,240cbb72-4daa-4f4e-88cd-7500aa12f794,nuryadi    ,male,-0.439829236,5.599760349,0.719914618,-3,Negative
403,nuryadi    ,tenaga yg nganggur,namsor_api_2.0.30,LATIN,26a6db73-5b5f-4c9b-a2d7-53137f3dbeec,nuryadi    ,male,-0.439829236,5.599760349,0.719914618,3,Positive
404,misgiart,terwakilkan twrnyata,namsor_api_2.0.30,LATIN,5e274589-e543-4d7a-8c95-497d96de3f98,misgiart,male,-0.156181088,1.446457534,0.578090544,0,Neutral
405,mas hakiem,orang yg menolak kemajuan mengeluarkan alasan yg ribet susah,namsor_api_2.0.30,LATIN,4bfe640f-4fe4-4e4d-a5e7-70870ea13152,mas hakiem,male,-0.550592779,6.413058038,0.77529639,-9,Negative
406,mbak hess,,namsor_api_2.0.30,LATIN,7c81eb00-b96d-44a8-b10c-40e458ee9f2d,mbak hess,female,0.04997057,0.046436057,0.524985285,0,Neutral
407,feri bbwr    ,pas e parking 2 ribukemaren gak e parking 3 ribu,namsor_api_2.0.30,LATIN,41ae1327-81ec-402a-a7df-0cca42815610,feri bbwr    ,female,0.263071209,2.148957408,0.631535604,2,Positive
408,dickymhf,lucu,namsor_api_2.0.30,LATIN,6ed72c9f-c75c-41fa-86e5-fb885e274890,dickymhf,male,-0.381563142,4.388125415,0.690781571,1,Positive
409,yusyarifai,gak tau lahparkir manual seng ngentit jukirla ko gawe e parkir seng mangannek podo ora transparan yo ora ush wenei parkirwong duwe motormobil yo wis mbayar pajekkok yo sek mbayar parkiraneeehhh toooo,namsor_api_2.0.30,LATIN,314f024f-598d-421b-ba79-483dcac63282,yusyarifai,male,-0.06813126,0.835606392,0.53406563,4,Positive
410,heeeennn,masyarakat ora menolak jukir tok sing nolak,namsor_api_2.0.30,LATIN,42876ec4-8c3f-433f-8b95-a3f17271496e,heeeennn,male,-0.067278879,0.794572292,0.533639439,-8,Negative
412,awan prastowo,gasssss,namsor_api_2.0.30,LATIN,6a97799e-88ee-4cae-885f-9c250610be77,awan prastowo,male,-0.659977341,7.061235674,0.829988671,0,Neutral
413,m anwar fauzi,sing muni rumat rumit dicutik ae suwen,namsor_api_2.0.30,LATIN,16a9edd3-ace5-489f-aaac-0f3ccccc6205,m anwar fauzi,male,-0.381596757,4.392851297,0.690798378,-12,Negative
414,wahyu listio,ribet opo emang moh belajar padene ben mbalik manual meneh,namsor_api_2.0.30,LATIN,93fed32a-254b-4336-aafb-66127caa4eff,wahyu listio,male,-0.380754311,4.28051982,0.690377155,3,Positive
415,hmadsy   ,setuju banget lek diterapno gawe kebaikan,namsor_api_2.0.30,LATIN,3dad2b68-7e54-4be7-851f-b2cf23a5001b,hmadsy   ,male,-0.07201638,1.032062515,0.53600819,1,Positive
416,enytamufidh,parkir nang ngarep latansa duit 10rb arep ora disusukiduit e lebokne kantong lsgdikiro kene ra ngerti pd etok2 berpaling mukamboso dienteni duit etok2 digoleki seng 10rbdelalah nang tumbukan duite enek 10rbdi iya i wae trs agi disusuki,namsor_api_2.0.30,LATIN,10b4d507-1c6a-4906-8d47-e9d118e42fd7,enytamufidh,male,-0.049082276,0.010049823,0.524541138,4,Positive
417,enytamufidh,duduk seng nang latar e latansa lo yaseng dalan hoskan parkire dewe2 iku,namsor_api_2.0.30,LATIN,13ac12c5-1fa2-41e1-89c7-a8c265bf097d,enytamufidh,male,-0.049082276,0.010049823,0.524541138,0,Neutral
418,garasi bangyos,nek ra gelem dadi jukir munduro aenek maju2 keterak motor ngko,namsor_api_2.0.30,LATIN,4030b185-7fe7-42c1-907a-f418e709c074,garasi bangyos,male,-0.541649041,6.371761587,0.770824521,0,Neutral
419,mia rahayu0 ,kalo pakek eparking kena brpa permotor,namsor_api_2.0.30,LATIN,1aab9ba5-90d8-4145-afda-d8baba7550be,mia rahayu0 ,female,0.415410652,5.168036645,0.707705326,-2,Negative
420,ferysetiawanbs   ,motor diwalik e ora,namsor_api_2.0.30,LATIN,f697cc96-366b-44b9-a19c-4d55d00fe303,ferysetiawanbs   ,male,-0.17841195,1.536595711,0.589205975,4,Positive
421,jenihendra,kadang diwei 5 ewu gak jujul alasan gak ketok ngamal,namsor_api_2.0.30,LATIN,8bde0a9d-001e-41db-897f-11e2351d5cab,jenihendra,female,0.052784907,0.162035901,0.526392453,0,Neutral
422,cinocaramel,parkir kemarin masjid alon2 acara senam paud 5k tdk karcis parkir,namsor_api_2.0.30,LATIN,4ccf171b-2b5b-4f2b-8775-a4ccec756226,cinocaramel,male,-0.37122586,3.48400988,0.68561293,3,Positive
423,ratu jagal,lanjutkan e parkir â biar pad,namsor_api_2.0.30,LATIN,c2677bb5-302b-4219-8c64-19e450a9e973,ratu jagal,male,-0.366189988,3.367093128,0.683094994,0,Neutral
424,escoklatcokot hoscokroaminoto,jukir setornya dinas perhubungan bulandan dipatok tarif setornyacara ngentitnya gimana ya mbak,namsor_api_2.0.30,LATIN,8ec4e4e8-41cb-454f-ac1d-b7a17d211a07,escoklatcokot hoscokroaminoto,male,-0.276285861,2.31523607,0.63814293,0,Neutral
425,nurrofi mahmuda,jenenge belajar ki yo alon2 urung2 wis sambat,namsor_api_2.0.30,LATIN,1cda2771-5a82-4c5d-bad3-4327f76b8fe7,nurrofi mahmuda,female,0.082657893,1.178897964,0.541328947,2,Positive
426,s roni0 ,mbok yo nng poper pisan kek i e parkingangger rono pas hariâ² parkire ngalahâ²no kota,namsor_api_2.0.30,LATIN,9ba5ffc8-440b-48ca-b5e6-2670b36745fc,s roni0 ,male,-0.059240267,0.432672326,0.529620133,0,Neutral
427,itss silviyuse,la nggeh to mbak bener jukir resmi iku ya e setor ya setorannya enak men bilang ngentit pendapatan daerah parkir pas acara kemarin kasih tarif mahal orang tukang parkir resmi,namsor_api_2.0.30,LATIN,0b0954cd-cdb0-4e96-b48c-c25d82166c20,itss silviyuse,female,0.246496642,1.963219879,0.623248321,8,Positive
428,itss silviyuse,pie ale ngentit mas la jukir iku ya ya bayar setoran ndek dishub lo,namsor_api_2.0.30,LATIN,fe434281-46d9-4bf4-86c3-1545b0f2a826,itss silviyuse,female,0.246496642,1.963219879,0.623248321,-2,Negative
429,itss silviyuse,setoran e sesuai dishub ta e,namsor_api_2.0.30,LATIN,d21c9532-009d-4622-ada8-b2a88c014cb2,itss silviyuse,female,0.246496642,1.963219879,0.623248321,3,Positive
430,faisagussetia,emmm no komen mbk nopo nolak,namsor_api_2.0.30,LATIN,228b2127-ab7d-466e-b926-0b728a982c85,faisagussetia,female,0.066436785,0.754648554,0.533218392,-4,Negative
431,dana pradan,bener bayar sg dibayar karo pemasukan e bedo wkwkw pengunjung parkir kebanyakan ga diwei karcis karcis e maleh dadi akal akal ane jukir sg senengane main pungli,namsor_api_2.0.30,LATIN,26126dbd-2ac3-483c-8cd1-b3c6b2b036bf,dana pradan,female,0.395787869,4.775089941,0.697893934,3,Positive
432,itss silviyuse,seng dibayar teng dishub niku nggeh sampun target kaleh kantor e lo mas ng setoran e mawon nggeh golek i e wonge mas,namsor_api_2.0.30,LATIN,4ec8605d-f166-426b-b08a-475184b0c4b9,itss silviyuse,female,0.246496642,1.963219879,0.623248321,3,Positive
433,dana pradan,okaayy,namsor_api_2.0.30,LATIN,3151b66c-3dcc-4e9d-ab42-60175a65cf25,dana pradan,female,0.395787869,4.775089941,0.697893934,2,Positive
434,marin marko,nyuwun sewu parkir pinggir jalan kados jalan hos niku tarif bayare pinten geh sakniki tirose enten sing roda 2 2000 roda 4 5000 nopo leres soale nembe dek wingi pas badene parkir mboten enten sing mapakne moso bade wasul langsung diparani gek bayar 5000 biasane disusuk i 2000 mboten nggeh leres menawi eparking dipun terap aken damel antisipasi pungli jukir meniko,namsor_api_2.0.30,LATIN,33914b17-10bf-41e6-bd1d-849e5cdac57c,marin marko,female,0.32503735,2.737220563,0.662518675,-3,Negative
435,rifadno,ng alunalun 3k,namsor_api_2.0.30,LATIN,a3ba9e0a-63ae-42a1-b14e-e4eeb22deaff,rifadno,male,-0.295707707,2.465765178,0.647853853,0,Neutral
436,michellia 0 ,kalo acara 5k kaum pelajar keberatan,namsor_api_2.0.30,LATIN,6a34b46a-81f2-4090-ac56-434f318f54df,michellia 0 ,female,0.758692982,7.771578058,0.879346491,0,Neutral
438,rifadno,laiyoo mayan ya 5 ewu kenek gawe tuku jus opo pentol goreng wkwkw,namsor_api_2.0.30,LATIN,1a6b47a3-fb6a-4aac-bd17-82a0cdd06879,rifadno,male,-0.295707707,2.465765178,0.647853853,-3,Negative
439,pradikaangga ,nek ruwet pecat ae jukir e,namsor_api_2.0.30,LATIN,ac7995b5-6c8e-4d26-9b8c-25eac34cb14d,pradikaangga ,male,-0.122018256,1.316994316,0.561009128,0,Neutral
440,muslihitz,padine ra iso ngutel ae kakean alasan ribet pegel ki motor ra kapakne nk parkir yo sek panggha jaluki duwek parkir nk ngaleh,namsor_api_2.0.30,LATIN,9adcc1e8-1c08-427b-b68c-e8f04acf8d5c,muslihitz,male,-0.0579189,0.376311764,0.52895945,-12,Negative
441,hantoro krista,ribet penghasilan jukir berkurang drastis ayoo gas kemajuan eperkir aja,namsor_api_2.0.30,LATIN,47cce79b-c7a6-4d0a-b6b2-bcabf9215dd7,hantoro krista,male,-0.584883316,6.575122603,0.792441658,-7,Negative
442,edykusumaa,jukire sepuh,namsor_api_2.0.30,LATIN,df1c8c97-5a9c-4d4a-a313-cb33b6225f02,edykusumaa,male,-0.073544985,1.114492335,0.536772492,-4,Negative
443,erwincaprut,wkwkwkwk,namsor_api_2.0.30,LATIN,774b5057-37f1-4d06-ac7f-64591e99934c,erwincaprut,male,-0.345427964,2.986157457,0.672713982,0,Neutral
445,bimaekanusantara ,no comment urusane pusat,namsor_api_2.0.30,LATIN,7fee9eeb-22c3-429a-8c86-2f815e72ea67,bimaekanusantara ,male,-0.051504769,0.109366134,0.525752385,0,Neutral
446,super tedjo,jukir emg cm dikenai wajib setor klo e parking gak gitu konsepnya,namsor_api_2.0.30,LATIN,77099cba-9060-4f40-bb39-2a09e2b8963c,super tedjo,male,-0.593215263,6.618798792,0.796607632,-3,Negative
447,nunu sgt,iya eparking aja karna lbih tertib ga marai emosi soale marai emosi jukirâ² sg diwei 1000 tpi ra gelem nampani meksoâ² kon 2rb sdangkan disaat ra enek duit receh eparking emng butuh sosialisasi penggunaan seiring brjalannya terbiasa,namsor_api_2.0.30,LATIN,730ba1b2-cbf0-4b29-a573-61e31d123a4f,nunu sgt,female,0.354309279,3.133148305,0.677154639,8,Positive
448,ramaakukuh,barang opo wi,namsor_api_2.0.30,LATIN,92f6f2ac-7fc6-4c8a-a123-027c4cc4bed3,ramaakukuh,male,-0.250705889,2.007933712,0.625352945,0,Neutral
449,miyano sherry  ,penghasilan berkurangpernah parkir motor salah ruas jalan hos cokroaminotosaya kasih 5ribuankok dijujuli 2000 aq yo nge gas tosejak parkir montor malih 3000 trus mbi jukir e dijujuli 3000 alasane salah ndudut duit,namsor_api_2.0.30,LATIN,8fbd2fce-690a-42eb-90bb-1f822c25e324,miyano sherry  ,female,0.068684759,0.862611001,0.534342379,-6,Negative
450,alfanzain id,faktanya jukir kuwi curang wes narik e 2000 sing disetorne mung sitik,namsor_api_2.0.30,LATIN,8ef7adac-5b09-416d-9a40-45f52d92d9a7,alfanzain id,male,-0.068688943,0.862816271,0.534344472,0,Neutral
451,masrur asyrofi,setuju eparkir,namsor_api_2.0.30,LATIN,b7104849-8998-476c-a726-b151dcd6b1f6,masrur asyrofi,male,-0.844352999,8.68606403,0.9221765,2,Positive
452,alfanzain id,njaluk pemimpin e ora korupsi rakyate dewe hobine yo korupsi,namsor_api_2.0.30,LATIN,ca7addce-4d88-4843-ac0d-888b6890c97d,alfanzain id,male,-0.068688943,0.862816271,0.534344472,-8,Negative
453,mohamadaxel,nahhh klo kaya gini enak jdi harga parkir ngga sndiri wkwk,namsor_api_2.0.30,LATIN,db9e57a2-71bf-486e-96d1-825f0356a3ac,mohamadaxel,male,-0.380492438,4.247964425,0.690246219,1,Positive
454,f  ndra,helih lagek iki isuk enek acara tk ning alon2 motor ditarik 3000tak lokne mung mesam mesem jukir e nemen lak golek bathiii,namsor_api_2.0.30,LATIN,5840620c-e059-43b9-ad7c-d97a2b831a8a,f  ndra,male,-0.053085451,0.174431331,0.526542726,-1,Negative
455,chukyt,peningkatannya yg nya masuk jukir tuh,namsor_api_2.0.30,LATIN,ad941c45-4e19-49f1-9e9c-168ae0d2c0cd,chukyt,male,-0.224996504,1.755429855,0.612498252,-3,Negative
456,snailmucica,arep tuku klambi ning ninetynine tp ora enek sg digoleki metu sek bayar parkir,namsor_api_2.0.30,LATIN,787e93d2-0264-4b03-8511-0985eee21160,snailmucica,female,0.170702197,1.504748752,0.585351099,-3,Negative
457,ratnayas,pakai ecard aja lgsung tempel gtu,namsor_api_2.0.30,LATIN,da0585db-b56a-4256-9e00-7dbd3dbb20b4,ratnayas,male,-0.299503775,2.497540427,0.649751887,0,Neutral
458,vickyalin  0,data lengkapnya min,namsor_api_2.0.30,LATIN,47797aaa-9881-40be-8d38-87639abc875e,vickyalin  0,female,0.054512519,0.233487594,0.527256259,-3,Negative
459,muh     ,makan rakyat makan wakil rakyat,namsor_api_2.0.30,LATIN,9c1ca88a-37be-4970-831f-79effc11a255,muh     ,male,-0.521492334,6.19260097,0.760746167,-8,Negative
460,dana pradan,keliatan punglinya sblm eparking pad 71jt eparking 134 juta oknum pejabat ae sing seneng duit panas kebanyakan jukir senengan e pungli makane diterapkan eparking menolak ketar ketir pemasukan menurun mergo wes gaiso pungli neh sing jukir nakal,namsor_api_2.0.30,LATIN,09a8f279-383f-4a1e-a900-45ca6ede7ee1,dana pradan,female,0.395787869,4.775089941,0.697893934,-6,Negative
461,ismaisma0 ,jaman pasar malem wingiparkir ditekok i byar pinten paksak ikhlas e mboso diwei rongewu lek ngomng jane telungewu lo mbk,namsor_api_2.0.30,LATIN,2358728e-4265-4993-b4c1-effe5160a1d7,ismaisma0 ,male,-0.40696329,5.00849645,0.703481645,-4,Negative
462,windy imnida,alasan knapa muales lak kon metu2 mandek pirang nggon parkir e wes muni po mneh lak tmpat e rame saiki rata2 3k,namsor_api_2.0.30,LATIN,4008ee24-2b00-4c93-b742-99ce98d98de3,windy imnida,female,0.543262334,6.381566041,0.771631167,-5,Negative
463,anggaraffiq,nek wes akeh hasile tulung ojo korup,namsor_api_2.0.30,LATIN,6f8d0b8c-f6e2-4aa5-a424-365e9a12b1e2,anggaraffiq,male,-0.293587333,2.448380533,0.646793667,-1,Negative
464,add zim,bahu jalan parkir ya gak tertibkan garis sepadan jalan fasilitas parkir klo bahu jalan seakan uangnya fasilitasnya gak parkir jualan fasilitas tolong plisss pad sejalan peraturan,namsor_api_2.0.30,LATIN,a835fa0f-df2e-4367-a23b-dbe4978e5b97,add zim,male,-0.661221498,7.070310639,0.830610749,-1,Negative
465,seratan jawi,iki wã¬s arp event grbg surã¥ area alnâ² wajib eparking bã©n ora meresahkan,namsor_api_2.0.30,LATIN,952bfe0e-231f-4834-b264-d0caab218c6b,seratan jawi,male,-0.210798899,1.678161869,0.605399449,2,Positive
466,darmawanathan  ,truspajak meningkat fasilitas meningkat jg nggih,namsor_api_2.0.30,LATIN,eedd0754-a1d3-41d0-9fbf-b9ea3ccecfde,darmawanathan  ,male,-0.365171996,3.34493617,0.682585998,-2,Negative
467,mrizalrotim  ,mohon tukang parkir kalok niat parkir,namsor_api_2.0.30,LATIN,05865b85-99b5-4183-bafb-d8f4494cfe4a,mrizalrotim  ,male,-0.243097736,1.928183435,0.621548868,0,Neutral
468,itsmeolv ,setujuuu pollllll ndue rm yoan tukang parkirku gae ne ngentit jamin parkir pinggir dalan yo ngnoo wajib eparking,namsor_api_2.0.30,LATIN,0c2a97d9-f982-48d3-b3f3-a7d2d272f20e,itsmeolv ,male,-0.28538144,2.383392836,0.64269072,-9,Negative
469,itsmeolv ,sing nolak2 kon prei ae dadi jukir,namsor_api_2.0.30,LATIN,41d1d816-238b-4471-99bf-937015443173,itsmeolv ,male,-0.28538144,2.383392836,0.64269072,-6,Negative
470,karleshaaa  ,sek mending mba 3 rb pas rme rme e 5rb wkk,namsor_api_2.0.30,LATIN,4028a626-c3be-4301-8803-2d3e32d28609,karleshaaa  ,female,0.0495506,0.029230927,0.5247753,2,Positive
471,ismaisma0 ,wkwkwwkmlahan,namsor_api_2.0.30,LATIN,d3d007a3-7dc8-4819-8b67-59671a9918f6,ismaisma0 ,male,-0.40696329,5.00849645,0.703481645,0,Neutral
472,dianhadinurrohim,joss biar ngga dipalakin parkir liar,namsor_api_2.0.30,LATIN,58699274-4d00-4d6d-adac-32af5912dead,dianhadinurrohim,male,-0.343047285,2.949873387,0.671523642,-1,Negative
473,denispariwara,setuju bang,namsor_api_2.0.30,LATIN,1e007598-1537-40e6-b82d-dbdaf89938ce,denispariwara,female,0.061249687,0.519728954,0.530624843,1,Positive
